Id,SalePrice
1732,125322.7243
1733,111138.1854
1734,121535.8971
1735,121147.9778
1736,104771.5593
1737,293860.9662
1738,269823.9793
1739,226750.5154
1740,207209.3094
1741,186269.6728
1742,171434.8361
1743,179875.4235
1744,340301.8999
1745,214413.7512
1746,183944.9345
1747,215065.0399
1748,212983.1538
1749,140078.2016
1750,120095.5684
1751,250709.8669
1752,115681.7328
1753,151247.9193
1754,192522.8579
1755,167107.7483
1756,128874.622
1757,122657.1719
1758,145818.5498
1759,162289.6218
1760,167183.584
1761,145846.0769
1762,175797.8644
1763,193327.1993
1764,115723.7094
1765,162341.8413
1766,198025.0729
1767,219555.9877
1768,141408.8976
1769,174758.2104
1770,160450.4017
1771,117943.4212
1772,128537.9482
1773,122354.3323
1774,141258.0568
1775,145269.6633
1776,130892.2106
1777,110696.2675
1778,142484.9039
1779,124485.6862
1780,178030.9172
1781,126541.6714
1782,85997.86154
1783,143342.5795
1784,108823.5779
1785,124700.2612
1786,130077.5788
1787,165522.3619
1788,60409.12298
1789,98306.5877
1790,82539.93758
1791,181295.6474
1792,157377.2401
1793,130535.3988
1794,159542.9974
1795,136103.935
1796,127682.9212
1797,111157.7546
1798,119281.1523
1799,111379.6988
1800,128975.9604
1801,128912.5582
1802,131561.5401
1803,147636.2772
1804,136178.652
1805,135437.5069
1806,125247.2698
1807,136127.8992
1808,126544.4434
1809,127119.2376
1810,137456.1213
1811,93747.08903
1812,97956.63634
1813,129008.448
1814,100922.2679
1815,53000.04683
1816,100467.5816
1817,106578.0624
1818,142256.2834
1819,120031.2811
1820,56855.14138
1821,113451.0569
1822,154383.619
1823,49183.28198
1824,127508.317
1825,138049.9849
1826,104467.4546
1827,103476.7235
1828,135737.4099
1829,128938.4617
1830,140777.7378
1831,143268.7793
1832,69427.13814
1833,137639.9521
1834,114346.3549
1835,108052.4976
1836,120714.6862
1837,84496.72209
1838,124423.2607
1839,102454.2284
1840,143201.0309
1841,132970.0805
1842,95214.38385
1843,127793.6069
1844,144637.0476
1845,145722.8894
1846,160285.6972
1847,172548.2709
1848,53607.79098
1849,109253.1158
1850,116769.9273
1851,145699.6482
1852,126026.2862
1853,123405.5148
1854,164303.5379
1855,153983.6081
1856,228603.1057
1857,129391.8051
1858,134462.0172
1859,117813.6799
1860,147276.8626
1861,116271.859
1862,337723.9162
1863,309780.1193
1864,309886.9158
1865,327101.9898
1866,321145.0963
1867,221883.8721
1868,281233.0674
1869,201564.675
1870,225170.0006
1871,255326.155
1872,176653.1658
1873,253091.7259
1874,156193.4986
1875,200100.3369
1876,201837.4279
1877,211112.6312
1878,201281.8587
1879,129334.993
1880,128499.3047
1881,243098.6543
1882,237496.9879
1883,183929.6046
1884,202088.8882
1885,229174.9786
1886,277571.0162
1887,220239.578
1888,266741.5993
1889,173879.0435
1890,111140.9087
1891,128567.226
1892,96572.73637
1893,130607.3445
1894,125256.8825
1895,128480.7981
1896,126323.4864
1897,120607.8712
1898,110253.27
1899,164282.225
1900,152054.1735
1901,182837.9619
1902,158007.0796
1903,221519.9415
1904,137017.6657
1905,196599.119
1906,147218.5724
1907,201374.9362
1908,109081.2317
1909,133329.5968
1910,118246.6013
1911,228979.8598
1912,338610.1311
1913,130026.3697
1914,62684.57343
1915,300022.21
1916,65702.94672
1917,235318.0006
1918,140235.7763
1919,174693.025
1920,151557.1584
1921,365923.4892
1922,313784.5862
1923,242911.5519
1924,232515.7675
1925,195222.5377
1926,349255.5781
1927,131147.9743
1928,163413.3405
1929,124208.5845
1930,127012.9018
1931,138172.9606
1932,135045.6576
1933,190863.7243
1934,182855.1404
1935,172045.365
1936,196865.4915
1937,184812.3127
1938,170732.3766
1939,240563.0268
1940,194693.3768
1941,166819.6487
1942,179538.3467
1943,222936.2527
1944,375612.0016
1945,396563.4192
1946,127915.5079
1947,274771.4378
1948,167763.7487
1949,257152.0927
1950,191387.1518
1951,234751.8599
1952,203966.3814
1953,171450.6891
1954,182832.6365
1955,135421.4242
1956,304932.9599
1957,148005.293
1958,279152.7225
1959,147326.4332
1960,111412.6599
1961,123448.5436
1962,97703.06471
1963,105098.7645
1964,105441.1851
1965,142563.847
1966,135189.6413
1967,300429.4853
1968,417856.4835
1969,376313.147
1970,403307.6606
1971,478358.5072
1972,373262.6651
1973,274067.9591
1974,341518.0544
1975,498909.7556
1976,279176.9863
1977,353390.0509
1978,349756.6696
1979,313948.043
1980,197237.0237
1981,328888.3655
1982,221580.3251
1983,205927.3966
1984,168068.8245
1985,230417.9536
1986,211282.108
1987,183812.6161
1988,173448.1951
1989,191887.5598
1990,203892.4905
1991,231729.3942
1992,213287.9768
1993,170747.0307
1994,225521.0426
1995,183485.1563
1996,250515.1355
1997,327339.81
1998,301915.7669
1999,292177.1569
2000,320125.9903
2001,287173.5368
2002,247154.9259
2003,260351.2562
2004,284453.1627
2005,231825.3816
2006,221310.7947
2007,252519.7036
2008,218007.0079
2009,203061.0738
2010,192915.5764
2011,140064.398
2012,177958.0246
2013,177996.7997
2014,185093.5338
2015,212446.5284
2016,191228.9405
2017,193478.8905
2018,115280.7447
2019,132950.687
2020,98529.20607
2021,99321.13442
2022,197291.1993
2023,146707.5264
2024,275527.1368
2025,352201.3124
2026,175996.15
2027,165782.9717
2028,153789.4346
2029,167975.4662
2030,262171.2704
2031,231401.6599
2032,254479.6839
2033,251543.5116
2034,181148.369
2035,225393.7545
2036,206043.7521
2037,223517.3622
2038,340213.8708
2039,235007.2601
2040,281080.061
2041,321878.0897
2042,210811.9249
2043,181916.2572
2044,168700.6613
2045,211083.9013
2046,157961.2684
2047,143444.5273
2048,143068.1684
2049,146692.7748
2050,172372.5528
2051,101145.1852
2052,123164.4858
2053,150593.4661
2054,89478.10938
2055,158450.2741
2056,144533.0183
2057,110965.9413
2058,214775.7881
2059,133721.5456
2060,174705.8164
2061,167537.527
2062,127237.0433
2063,119177.216
2064,139434.4546
2065,120747.0662
2066,165250.1285
2067,113705.0295
2068,152119.7505
2069,84596.05588
2070,119042.677
2071,96119.3021
2072,135388.7478
2073,127292.7438
2074,178971.3154
2075,147584.1296
2076,116727.2092
2077,157436.4042
2078,124012.1731
2079,133569.9916
2080,116189.2697
2081,126851.6373
2082,119113.0546
2083,149383.6858
2084,108707.8003
2085,113646.1194
2086,105433.9337
2087,122491.8782
2088,91904.65294
2089,82005.0379
2090,122012.5515
2091,111952.2725
2092,120028.4813
2093,108556.5338
2094,109214.2028
2095,155485.9848
2096,88279.5093
2097,100473.237
2098,153322.5921
2099,53270.36882
2100,73373.01667
2101,112802.6225
2102,122435.1035
2103,106774.4424
2104,137564.741
2105,131235.5261
2106,67167.96414
2107,178183.3168
2108,116576.5755
2109,110562.4054
2110,120849.361
2111,128547.0038
2112,135727.4648
2113,121665.6936
2114,122111.7124
2115,166867.8721
2116,116747.4814
2117,144918.7695
2118,129761.0497
2119,117531.0429
2120,107908.7746
2121,113555.715
2122,117777.6378
2123,82053.6081
2124,158571.6704
2125,121547.15
2126,154353.2164
2127,169317.3022
2128,120857.5096
2129,84075.39173
2130,131677.8598
2131,129886.8613
2132,108274.8922
2133,124983.5529
2134,115667.6368
2135,95888.11319
2136,79815.0275
2137,105289.5238
2138,135492.4325
2139,148883.5359
2140,138727.2907
2141,163583.5529
2142,127583.8068
2143,150705.4242
2144,120755.1663
2145,140264.7203
2146,173568.441
2147,143626.5263
2148,133599.8502
2149,149011.8951
2150,245196.0905
2151,114914.5208
2152,171829.5608
2153,158162.8602
2154,100889.4658
2155,136823.8514
2156,234166.9972
2157,227631.7468
2158,244402.7316
2159,222573.3077
2160,185781.3861
2161,231785.7695
2162,367141.535
2163,335336.2448
2164,255170.7554
2165,203255.8108
2166,163772.3653
2167,218386.3714
2168,191524.8326
2169,195178.4125
2170,213748.5835
2171,159112.1004
2172,131363.5108
2173,184048.8262
2174,218475.8538
2175,298181.9365
2176,312760.2625
2177,234028.5905
2178,211792.3963
2179,135109.2362
2180,208077.133
2181,193854.3966
2182,226444.3406
2183,190618.8966
2184,116529.1974
2185,126083.4647
2186,146402.0511
2187,150525.9134
2188,153849.0492
2189,266519.3512
2190,76351.49102
2191,77383.61397
2192,87025.1739
2193,111031.8306
2194,104754.7544
2195,100405.3705
2196,98458.64236
2197,120814.1417
2198,163679.6076
2199,189598.0282
2200,139725.1279
2201,143919.0479
2202,223260.5205
2203,133193.0241
2204,184216.7062
2205,124660.781
2206,139536.9835
2207,213596.1469
2208,270663.87
2209,255193.1013
2210,121487.7004
2211,119559.451
2212,123668.3757
2213,107686.0404
2214,133738.1892
2215,100267.4659
2216,144183.8029
2217,66626.81188
2218,74611.93882
2219,70478.61371
2220,65722.63481
2221,301021.2318
2222,281204.7994
2223,285753.1628
2224,206284.4969
2225,121726.5463
2226,175391.0758
2227,192555.0628
2228,272291.3383
2229,252859.9575
2230,155899.3064
2231,212194.5463
2232,180447.2654
2233,183743.6437
2234,248545.3076
2235,221979.7702
2236,254174.2572
2237,300320.1222
2238,201624.7232
2239,101567.0168
2240,152964.7944
2241,158117.8397
2242,123103.9572
2243,133061.7071
2244,104531.0488
2245,99483.25328
2246,139161.5295
2247,118980.3227
2248,117728.9498
2249,115490.9368
2250,128134.7862
2251,106266.4756
2252,183973.066
2253,159921.8708
2254,182565.365
2255,183497.8767
2256,170312.2662
2257,206028.7574
2258,158221.1652
2259,172761.5276
2260,147420.8112
2261,199357.5504
2262,210255.5527
2263,387763.7948
2264,495856.2969
2265,164948.922
2266,307875.6652
2267,347074.1477
2268,417203.4713
2269,151567.2553
2270,202518.9248
2271,209605.5704
2272,193914.4425
2273,162476.7338
2274,182079.1924
2275,151745.5959
2276,190052.7791
2277,182602.413
2278,147807.6527
2279,130477.416
2280,112121.579
2281,162779.973
2282,183045.8874
2283,110857.1251
2284,116185.8169
2285,138449.0251
2286,123399.3552
2287,367000.7894
2288,275926.6104
2289,366347.2732
2290,432528.2904
2291,339576.9669
2292,449610.3197
2293,462544.3737
2294,409491.9182
2295,471408.2386
2296,280253.4124
2297,354598.2634
2298,357551.5308
2299,352480.8479
2300,334416.7228
2301,326964.9461
2302,258325.4542
2303,251777.4851
2304,260932.5413
2305,193921.0156
2306,189079.2902
2307,205326.355
2308,227307.686
2309,285470.4373
2310,212170.7215
2311,204065.5277
2312,176069.9689
2313,172903.9954
2314,173389.4939
2315,179753.7949
2316,197325.2253
2317,193806.6889
2318,177462.0243
2319,183206.2274
2320,184705.0973
2321,239719.3241
2322,184219.8335
2323,200916.5965
2324,188495.4565
2325,214297.438
2326,184837.104
2327,198488.533
2328,219205.5564
2329,194300.3868
2330,181745.1512
2331,345112.5171
2332,390166.1973
2333,323219.9904
2334,262124.3321
2335,296433.893
2336,299116.087
2337,196298.2905
2338,259013.6256
2339,219734.209
2340,373251.9018
2341,216980.9033
2342,241203.917
2343,233945.4065
2344,216290.3982
2345,239851.6758
2346,214744.1345
2347,200373.1035
2348,245628.1235
2349,182051.9823
2350,317169.2079
2351,251271.8136
2352,254140.4118
2353,238804.5093
2354,143191.6699
2355,149306.8066
2356,149115.3791
2357,187340.0285
2358,205310.6955
2359,133888.4584
2360,113050.1509
2361,148112.793
2362,250385.4756
2363,137470.6309
2364,153349.5118
2365,213250.7899
2366,194744.6986
2367,220913.2093
2368,219352.2801
2369,220665.7776
2370,169444.6833
2371,162889.0639
2372,196303.4625
2373,295749.9506
2374,323777.3627
2375,247084.0932
2376,290981.678
2377,320530.7695
2378,154622.7842
2379,197914.4757
2380,151934.2999
2381,173254.1872
2382,211968.0453
2383,200442.9087
2384,238860.6177
2385,163640.3869
2386,131647.5549
2387,134566.5207
2388,104448.9025
2389,115873.178
2390,154309.6827
2391,147683.1158
2392,116023.3121
2393,176483.4233
2394,147530.6445
2395,209601.9262
2396,139939.3581
2397,224944.13
2398,130460.997
2399,68604.40695
2400,66461.53643
2401,126124.8164
2402,137582.059
2403,151616.7884
2404,158642.3586
2405,159612.5056
2406,143976.4002
2407,124645.8125
2408,149495.7695
2409,116723.843
2410,169363.0442
2411,112069.337
2412,156602.7815
2413,129686.9652
2414,171210.4707
2415,136429.3543
2416,130025.8792
2417,139775.6116
2418,139126.3079
2419,125772.1849
2420,121424.5562
2421,143950.5114
2422,104388.0419
2423,117639.974
2424,149267.245
2425,176362.4994
2426,130756.6343
2427,128661.4545
2428,192939.9405
2429,111879.0863
2430,133675.6744
2431,109534.5117
2432,149585.0189
2433,146349.6793
2434,136156.0009
2435,150568.2074
2436,105914.2119
2437,101379.2848
2438,124409.0175
2439,99439.51983
2440,124715.9017
2441,91954.09047
2442,96509.84706
2443,131949.8046
2444,128407.4867
2445,92154.52932
2446,140802.4784
2447,181271.4205
2448,125308.4578
2449,111423.4709
2450,158321.3747
2451,111224.4456
2452,192244.6431
2453,91966.53575
2454,118797.7075
2455,117834.5885
2456,136941.0462
2457,143320.8497
2458,133358.6317
2459,111035.4674
2460,142394.6518
2461,130250.8068
2462,136598.7263
2463,130018.3799
2464,169944.2367
2465,138466.0641
2466,121031.2286
2467,123647.6263
2468,89387.58579
2469,86432.49869
2470,196305.351
2471,218400.5821
2472,150063.8498
2473,116778.6834
2474,79178.03298
2475,199975.3833
2476,115978.3849
2477,128957.383
2478,154349.5565
2479,104860.416
2480,154540.7581
2481,119287.4351
2482,121216.386
2483,108177.2854
2484,118072.8248
2485,126400.6105
2486,147267.854
2487,156688.6021
2488,168499.8577
2489,158111.8193
2490,137689.2231
2491,94154.52336
2492,211057.2047
2493,157214.2449
2494,144936.9888
2495,83511.51864
2496,240774.3421
2497,150532.9564
2498,111228.4053
2499,83981.77129
2500,124698.3713
2501,138907.2673
2502,143120.2179
2503,99532.50186
2504,171451.7255
2505,231888.0335
2506,244014.0172
2507,271825.0906
2508,243715.018
2509,218937.1499
2510,216030.3027
2511,174180.0192
2512,205901.0684
2513,229675.7145
2514,257566.939
2515,153108.7531
2516,180071.3879
2517,150815.7432
2518,162659.1367
2519,241594.649
2520,222598.0654
2521,187091.1106
2522,225800.4046
2523,112875.4115
2524,140255.1771
2525,152376.4901
2526,142969.0768
2527,118532.3021
2528,133116.6747
2529,145966.9044
2530,127445.9589
2531,257229.7748
2532,222412.65
2533,192215.4862
2534,238309.6282
2535,287301.5583
2536,227183.3091
2537,252332.1159
2538,181994.6805
2539,187878.0026
2540,181671.9781
2541,180829.5293
2542,164403.4456
2543,113492.1722
2544,115447.0366
2545,136244.2012
2546,121126.5593
2547,130893.2681
2548,155845.3035
2549,155459.7054
2550,578088.0071
2551,136381.811
2552,129509.5996
2553,72415.20593
2554,91534.89598
2555,115728.3941
2556,96394.4344
2557,103173.0932
2558,140978.6661
2559,144721.023
2560,155178.8424
2561,145885.425
2562,143019.4968
2563,147505.1214
2564,215088.8428
2565,144956.5528
2566,159929.2452
2567,142659.0943
2568,205118.8178
2569,240948.266
2570,115166.484
2571,195099.9506
2572,146376.3993
2573,219084.3784
2574,299653.8262
2575,131497.3544
2576,115070.5046
2577,144906.3232
2578,79099.52332
2579,56538.46426
2580,90249.88931
2581,103196.8904
2582,114210.4724
2583,280302.5488
2584,179150.5249
2585,189988.3411
2586,220809.4442
2587,199003.0292
2588,137192.5229
2589,151748.7766
2590,197953.1997
2591,233305.4777
2592,213368.5047
2593,243516.2859
2594,187089.5527
2595,207614.7992
2596,286494.5719
2597,188911.4974
2598,285124.7414
2599,330571.8794
2600,142240.0298
2601,138795.3393
2602,83303.27269
2603,92997.38992
2604,91301.72969
2605,80100.1677
2606,142211.6118
2607,202587.0362
2608,188371.3545
2609,172551.7329
2610,109008.7276
2611,117926.6621
2612,167144.4888
2613,126608.5086
2614,122945.2541
2615,155374.9454
2616,146710.8686
2617,180815.0278
2618,196584.8477
2619,196747.8472
2620,188628.1889
2621,172115.046
2622,175289.388
2623,237293.6278
2624,307154.5561
2625,286572.7095
2626,176334.7403
2627,165289.5709
2628,500670.0621
2629,509380.6767
2630,389967.6347
2631,476857.0325
2632,420265.4889
2633,309889.0403
2634,442893.2056
2635,156022.426
2636,173683.6041
2637,177449.6713
2638,262111.4518
2639,192123.5998
2640,149016.7706
2641,103664.4379
2642,184745.4159
2643,107880.5553
2644,118294.9554
2645,111940.4238
2646,95877.57935
2647,105506.477
2648,144372.5276
2649,155827.6805
2650,127652.0093
2651,138925.9165
2652,402597.6471
2653,257129.4928
2654,266837.2384
2655,412651.0569
2656,333120.2906
2657,356819.1149
2658,308344.4541
2659,308689.5697
2660,378610.9312
2661,349000.2284
2662,369043.1646
2663,307032.6842
2664,279130.9511
2665,330535.3669
2666,279652.965
2667,174285.8629
2668,180063.0654
2669,184266.2709
2670,267567.7102
2671,186551.1762
2672,196559.8122
2673,199621.3375
2674,197163.036
2675,173915.1503
2676,193694.8889
2677,198740.5166
2678,238115.1762
2679,288915.1658
2680,296169.1433
2681,395250.7761
2682,322282.924
2683,499518.0161
2684,316657.8352
2685,327739.2308
2686,245301.4477
2687,313504.5051
2688,217207.4912
2689,208737.9361
2690,405876.3204
2691,191289.1853
2692,146292.2109
2693,203207.7184
2694,138759.5622
2695,194340.704
2696,185667.7023
2697,184318.5544
2698,189192.5473
2699,172031.4134
2700,156189.1452
2701,149249.952
2702,108949.1187
2703,128483.2029
2704,140237.0642
2705,112930.0146
2706,106383.5666
2707,118829.2672
2708,133930.4001
2709,103062.5469
2710,128995.4566
2711,239711.8826
2712,395553.1456
2713,169885.2673
2714,153363.7677
2715,168998.0661
2716,146117.4398
2717,202204.9047
2718,220472.2554
2719,153192.755
2720,179041.349
2721,130974.0675
2722,154460.1852
2723,137949.0858
2724,125028.2765
2725,129946.2764
2726,147749.8622
2727,175252.6473
2728,192441.1801
2729,150831.3857
2730,149873.38
2731,135419.6824
2732,133128.1082
2733,159944.9615
2734,131405.9138
2735,136163.7972
2736,137047.9721
2737,121633.6445
2738,140164.0741
2739,157986.008
2740,138143.5198
2741,145780.839
2742,157018.3501
2743,159545.1569
2744,166081.9254
2745,142538.4707
2746,140639.0918
2747,148353.5294
2748,125485.9111
2749,128688.1065
2750,124802.6774
2751,137732.0572
2752,195062.5445
2753,142909.7735
2754,196102.8035
2755,143610.5983
2756,96861.74753
2757,74304.24348
2758,91016.85571
2759,168329.4765
2760,123094.5139
2761,139995.2386
2762,141564.4337
2763,187535.2233
2764,150082.4609
2765,293794.7209
2766,130106.2472
2767,89062.11774
2768,128686.7764
2769,133250.0172
2770,138480.735
2771,103005.6884
2772,110939.8252
2773,173129.9494
2774,145349.7589
2775,110937.5066
2776,147426.2608
2777,152873.2198
2778,103598.9665
2779,124654.7159
2780,95134.1872
2781,97785.45537
2782,99281.7872
2783,98447.66246
2784,123399.0967
2785,140159.1261
2786,67425.10778
2787,129134.0456
2788,76754.83746
2789,169499.7935
2790,96057.02768
2791,110309.5952
2792,62344.76031
2793,144895.6212
2794,99313.67297
2795,121011.4169
2796,102143.9443
2797,192625.3313
2798,106031.9024
2799,107038.1675
2800,69581.75733
2801,109640.8701
2802,122955.8801
2803,162551.7902
2804,127300.8411
2805,98622.65506
2806,85391.09629
2807,170454.9974
2808,147444.4077
2809,130117.8799
2810,123280.4213
2811,161145.592
2812,171179.0241
2813,158896.1172
2814,161014.9816
2815,97030.53602
2816,230595.9896
2817,160219.8443
2818,130710.1278
2819,179869.8675
2820,136741.2533
2821,102557.6601
2822,192177.1431
2823,300033.6357
2824,168922.2437
2825,145467.7336
2826,132927.2963
2827,136322.6051
2828,209180.7889
2829,226843.8052
2830,231016.3341
2831,175092.9293
2832,238713.0041
2833,310557.9364
2834,221994.0622
2835,225497.4225
2836,188880.9824
2837,160191.7694
2838,152944.4531
2839,172643.2887
2840,206949.0668
2841,204516.1825
2842,236765.5942
2843,147211.8941
2844,183117.7842
2845,129966.8784
2846,207315.8924
2847,215145.6612
2848,213693.9873
2849,197382.8746
2850,274714.5499
2851,210715.3453
2852,242822.7863
2853,235595.1888
2854,138067.3429
2855,204943.656
2856,198000.5456
2857,189144.8735
2858,207416.9894
2859,102163.702
2860,127519.5479
2861,123429.3125
2862,178118.4377
2863,130130.4456
2864,248990.5293
2865,139511.439
2866,138913.3083
2867,100787.4758
2868,94688.83157
2869,93813.13736
2870,117695.1475
2871,78437.10254
2872,53153.97225
2873,98053.95188
2874,143468.8134
2875,113028.226
2876,159198.4554
2877,153294.8189
2878,156153.8718
2879,137892.4224
2880,107279.4397
2881,144803.5687
2882,184920.0871
2883,202487.8059
2884,198030.761
2885,187544.3945
2886,233821.9679
2887,98747.92739
2888,148113.0479
2889,59089.4272
2890,81800.84121
2891,136542.8375
2892,45462.13997
2893,79127.28413
2894,54643.37941
2895,342853.293
2896,282268.5659
2897,217158.7351
2898,146873.7031
2899,211550.2168
2900,162073.7318
2901,208304.9295
2902,179451.7459
2903,323917.1393
2904,337703.3283
2905,82151.15737
2906,198414.2316
2907,111795.6751
2908,130458.1826
2909,152415.3839
2910,76633.83454
2911,81398.60373
2912,147703.5066
2913,78375.96543
2914,79724.86308
2915,87174.02966
2916,82014.799
2917,172522.279
2918,117716.1371
2919,222069.5649
